epoch,accuracy,loss,val_accuracy,val_loss
0,0.33564358949661255,1.476462721824646,0.40353628993034363,1.7521979808807373
1,0.4659762978553772,1.1291159391403198,0.4709599018096924,1.7014974355697632
2,0.5038438439369202,0.984582781791687,0.4834669530391693,1.6568760871887207
3,0.536885678768158,0.8790026903152466,0.4995969533920288,1.6067256927490234
4,0.5686721205711365,0.7909669876098633,0.5295384526252747,1.5515986680984497
5,0.598451554775238,0.7154603004455566,0.5484420657157898,1.4888126850128174
6,0.6230829358100891,0.648285984992981,0.5637009739875793,1.4188026189804077
7,0.6392865180969238,0.5923424959182739,0.5791376233100891,1.342606782913208
8,0.6523036956787109,0.5439937114715576,0.5940194725990295,1.2582547664642334
9,0.6618741750717163,0.5032066106796265,0.6086024045944214,1.1686354875564575
10,0.6700336933135986,0.4689493775367737,0.6133087873458862,1.081268548965454
11,0.6759893298149109,0.44000694155693054,0.6242773532867432,0.9918390512466431
12,0.6830368638038635,0.4150985777378082,0.6337161660194397,0.9010507464408875
13,0.6875081062316895,0.3938741385936737,0.6408580541610718,0.8174371719360352
14,0.690631091594696,0.37690237164497375,0.649698793888092,0.7439475059509277
15,0.6948620080947876,0.35977110266685486,0.6554756164550781,0.6797320246696472
16,0.6973288655281067,0.34625065326690674,0.6606327295303345,0.6256962418556213
17,0.7001975774765015,0.33468174934387207,0.6653434634208679,0.580488920211792
18,0.7024468779563904,0.3243449628353119,0.6704398989677429,0.5467013120651245
19,0.705045223236084,0.31450721621513367,0.67093825340271,0.5140724182128906
20,0.7057300209999084,0.30602672696113586,0.6739761829376221,0.48975685238838196
21,0.7072584629058838,0.2989768385887146,0.6764637231826782,0.4741746485233307
22,0.7087161540985107,0.29221397638320923,0.6809794306755066,0.45647063851356506
23,0.7100410461425781,0.2863445580005646,0.6850314140319824,0.4457297623157501
24,0.7108386158943176,0.28045544028282166,0.6867735385894775,0.42595791816711426
25,0.7113586068153381,0.2747727036476135,0.6921907067298889,0.4197361469268799
26,0.7120620608329773,0.2703659236431122,0.6954019665718079,0.4118358790874481
27,0.7140671014785767,0.26460835337638855,0.6942838430404663,0.40434494614601135
28,0.7154359817504883,0.25916194915771484,0.6982015371322632,0.39679503440856934
29,0.7160440683364868,0.2562028467655182,0.697326123714447,0.3894771337509155
30,0.7160854339599609,0.25194135308265686,0.7011051177978516,0.38888800144195557
31,0.7181158065795898,0.24716150760650635,0.7032155990600586,0.3846137225627899
32,0.7193272113800049,0.24439336359500885,0.6986479163169861,0.37788984179496765
33,0.7188146114349365,0.24048572778701782,0.7026869058609009,0.37931060791015625
34,0.7192237377166748,0.2378055602312088,0.6996749639511108,0.3697606325149536
35,0.7200720906257629,0.23356418311595917,0.7022838592529297,0.3693732023239136
36,0.7208436727523804,0.23164966702461243,0.7055038213729858,0.372066468000412
37,0.7219155430793762,0.22850878536701202,0.7107952237129211,0.36873647570610046
38,0.7234473824501038,0.22587110102176666,0.710010826587677,0.36976897716522217
39,0.7243503928184509,0.22160978615283966,0.7109035849571228,0.3664900064468384
40,0.7259582877159119,0.2199857383966446,0.7092307806015015,0.3631693720817566
41,0.7248189449310303,0.21736693382263184,0.7096554636955261,0.3585832417011261
42,0.7257426977157593,0.21431538462638855,0.7104528546333313,0.3628275394439697
43,0.725801408290863,0.21360738575458527,0.7066999077796936,0.3618128001689911
44,0.7268132567405701,0.210784450173378,0.7134518027305603,0.3582102954387665
45,0.7288496494293213,0.20798176527023315,0.7068255543708801,0.36463814973831177
46,0.7286320924758911,0.20684802532196045,0.7168060541152954,0.35838010907173157
47,0.7280954718589783,0.20506739616394043,0.7106348872184753,0.36170050501823425
48,0.729986310005188,0.20271159708499908,0.7076186537742615,0.36388838291168213
49,0.7290752530097961,0.19917084276676178,0.709932804107666,0.3630736172199249
