epoch,accuracy,loss,val_accuracy,val_loss
0,0.35026463866233826,1.3477264642715454,0.37254664301872253,1.6804505586624146
1,0.5181978940963745,0.8419822454452515,0.5079826712608337,1.5144325494766235
2,0.5910295248031616,0.6474772095680237,0.6033318638801575,1.2703739404678345
3,0.6327348351478577,0.5261535048484802,0.646811306476593,0.9602558612823486
4,0.6578735113143921,0.45076021552085876,0.6735444664955139,0.6926932334899902
5,0.6719045639038086,0.4034159779548645,0.680503249168396,0.526194155216217
6,0.6820276975631714,0.3696824014186859,0.6865856647491455,0.44839799404144287
7,0.6893181800842285,0.34329691529273987,0.6975792050361633,0.4212632477283478
8,0.6942466497421265,0.3235243558883667,0.7007114887237549,0.41005605459213257
9,0.6982279419898987,0.306460976600647,0.7056052088737488,0.40616872906684875
10,0.702074408531189,0.29208147525787354,0.7092841863632202,0.4056517481803894
11,0.7038384675979614,0.28162744641304016,0.7024381756782532,0.406561940908432
12,0.7068660259246826,0.27108049392700195,0.7077310085296631,0.40860602259635925
13,0.7091533541679382,0.2620898485183716,0.7106030583381653,0.4109795391559601
14,0.7119826674461365,0.2540353238582611,0.7087808847427368,0.4145388603210449
15,0.7140677571296692,0.24675917625427246,0.7100997567176819,0.4170200526714325
16,0.7154580354690552,0.2404584139585495,0.7090412378311157,0.41795623302459717
17,0.716987133026123,0.23438753187656403,0.7091279625892639,0.42131713032722473
18,0.7184248566627502,0.2285853624343872,0.7055010795593262,0.42022591829299927
19,0.7189574241638184,0.2248082011938095,0.7049544453620911,0.4220491051673889
20,0.7213929295539856,0.22056527435779572,0.708390474319458,0.42763975262641907
21,0.7243430614471436,0.21404162049293518,0.7045379877090454,0.43335920572280884
22,0.7241821885108948,0.21020163595676422,0.7033752799034119,0.43740808963775635
23,0.7254723906517029,0.20772479474544525,0.7034446597099304,0.4368423819541931
24,0.7268086075782776,0.20416422188282013,0.7003557682037354,0.4532290995121002
25,0.7278071045875549,0.19978702068328857,0.703436017036438,0.4480205774307251
26,0.7289090752601624,0.1966918706893921,0.6968677043914795,0.4581400454044342
27,0.7303367257118225,0.19321437180042267,0.6951930522918701,0.4761189818382263
28,0.7314226627349854,0.1905840039253235,0.6975878477096558,0.47258028388023376
29,0.7306070327758789,0.18902301788330078,0.6920173764228821,0.48557329177856445
30,0.7329244017601013,0.18528279662132263,0.702750563621521,0.4630872905254364
31,0.7334643602371216,0.18294082581996918,0.6912017464637756,0.49175867438316345
32,0.7339516282081604,0.18135344982147217,0.7005639672279358,0.4517979919910431
33,0.734944760799408,0.17953597009181976,0.7006247043609619,0.4591197967529297
34,0.7348092794418335,0.17818306386470795,0.700572669506073,0.48256638646125793
35,0.7372414469718933,0.17370599508285522,0.7044165134429932,0.46735790371894836
36,0.7375211119651794,0.17291752994060516,0.6995921730995178,0.470278263092041
37,0.7366814613342285,0.1710149645805359,0.6970065236091614,0.47013187408447266
38,0.7383941411972046,0.17028510570526123,0.6912624835968018,0.4983631670475006
39,0.7394686937332153,0.16535665094852448,0.6999219059944153,0.4666173458099365
40,0.7371606826782227,0.1679368019104004,0.6998698711395264,0.47165653109550476
41,0.7402342557907104,0.16425392031669617,0.7011106014251709,0.45500919222831726
42,0.7403116822242737,0.16305460035800934,0.6954273581504822,0.47687795758247375
43,0.7412514686584473,0.15980671346187592,0.7021257877349854,0.47927388548851013
44,0.7413182258605957,0.1599164605140686,0.6979262232780457,0.4901285469532013
45,0.7435274720191956,0.1562240868806839,0.6984902620315552,0.48736637830734253
46,0.7436676025390625,0.1541498899459839,0.7049891352653503,0.48078691959381104
47,0.7452267408370972,0.15379668772220612,0.6927288770675659,0.5058953762054443
48,0.7452200651168823,0.15204152464866638,0.7060477137565613,0.4622865319252014
49,0.7446253895759583,0.15110482275485992,0.703548789024353,0.47821396589279175
