epoch,accuracy,loss,val_accuracy,val_loss
0,0.388810932636261,1.353845238685608,0.3485639989376068,1.701915979385376
1,0.5048930644989014,1.0396437644958496,0.38836443424224854,1.6134531497955322
2,0.555433988571167,0.8854284286499023,0.4380737543106079,1.5067086219787598
3,0.5954987406730652,0.7709559202194214,0.4847722351551056,1.3737126588821411
4,0.6237863898277283,0.6794790625572205,0.5220997929573059,1.2205005884170532
5,0.6429574489593506,0.6048305034637451,0.5516529083251953,1.058871865272522
6,0.6572494506835938,0.5441546440124512,0.5744902491569519,0.9103463888168335
7,0.6683871150016785,0.4940553605556488,0.5928763747215271,0.7784640789031982
8,0.6763424277305603,0.45420223474502563,0.6156529188156128,0.6721489429473877
9,0.683458685874939,0.4216446280479431,0.6374663710594177,0.5919532775878906
10,0.6889657974243164,0.3948303163051605,0.6530585885047913,0.5261285305023193
11,0.6935784816741943,0.37312018871307373,0.6618307828903198,0.47953853011131287
12,0.6973221898078918,0.3550514876842499,0.664954423904419,0.4485343098640442
13,0.7011940479278564,0.3380637466907501,0.6723210215568542,0.4249117970466614
14,0.7029200792312622,0.3248695433139801,0.6781691908836365,0.40761250257492065
15,0.705506443977356,0.3121691644191742,0.6813015341758728,0.3979702591896057
16,0.7072184085845947,0.30262500047683716,0.6855184435844421,0.3901301622390747
17,0.7086834907531738,0.2914732098579407,0.689605176448822,0.3857223391532898
18,0.712071418762207,0.28317132592201233,0.6924945712089539,0.382718950510025
19,0.7130378484725952,0.27473199367523193,0.6954273581504822,0.3820924162864685
20,0.7153011560440063,0.266730397939682,0.6942993402481079,0.38041287660598755
21,0.7167322039604187,0.2591138780117035,0.6990802884101868,0.38185083866119385
22,0.7174897193908691,0.25465890765190125,0.6970151662826538,0.38706204295158386
23,0.7192798256874084,0.24823683500289917,0.6984989047050476,0.3848828077316284
24,0.7209704518318176,0.24219422042369843,0.6991062760353088,0.3842517137527466
25,0.7222626209259033,0.2375527173280716,0.700859010219574,0.3893323242664337
26,0.723198413848877,0.23371818661689758,0.702750563621521,0.3851070702075958
27,0.7243290543556213,0.22929243743419647,0.7015965580940247,0.38797467947006226
28,0.7257159948348999,0.22448745369911194,0.7016139030456543,0.3900526762008667
29,0.7274867296218872,0.2214747816324234,0.7023687362670898,0.392234742641449
30,0.7275828719139099,0.21880440413951874,0.7024034857749939,0.3860588073730469
31,0.7277116775512695,0.2154238373041153,0.7023254036903381,0.3886300027370453
32,0.7290946245193481,0.2101307362318039,0.701171338558197,0.38871830701828003
33,0.73066645860672,0.20713692903518677,0.7020910978317261,0.39593786001205444
34,0.7315481305122375,0.20431065559387207,0.7038438320159912,0.40117740631103516
35,0.7310235500335693,0.20123715698719025,0.7025856971740723,0.397786408662796
36,0.7322115898132324,0.19829247891902924,0.7062820196151733,0.39934661984443665
37,0.7337279915809631,0.19511593878269196,0.7045813202857971,0.4055342376232147
38,0.7337560653686523,0.1943201869726181,0.7066724300384521,0.3913155496120453
39,0.7341031432151794,0.19119946658611298,0.7029935121536255,0.38983631134033203
40,0.7349901795387268,0.18824228644371033,0.7011019587516785,0.402837336063385
41,0.7362769842147827,0.1849709302186966,0.7006073594093323,0.4080406725406647
42,0.7365366220474243,0.18418800830841064,0.6973622441291809,0.41017022728919983
43,0.7378441691398621,0.18027091026306152,0.691496729850769,0.42159974575042725
44,0.7377340197563171,0.17916074395179749,0.6986464262008667,0.415524959564209
45,0.7379662990570068,0.17848604917526245,0.6960780620574951,0.42877814173698425
46,0.7380990982055664,0.175763338804245,0.6928850412368774,0.430686891078949
47,0.7394493818283081,0.17346222698688507,0.7034620642662048,0.41966697573661804
48,0.7402222752571106,0.1720576137304306,0.695904552936554,0.43301692605018616
49,0.7403564453125,0.16990163922309875,0.7002689838409424,0.4197952449321747
