epoch,accuracy,loss,val_accuracy,val_loss
0,0.4626103639602661,1.1541142463684082,0.3984225392341614,1.6358535289764404
1,0.5869394540786743,0.7953912615776062,0.4933997690677643,1.419459342956543
2,0.6468493342399597,0.6085267663002014,0.5793932676315308,1.12295401096344
3,0.6720934510231018,0.4919648766517639,0.6238136291503906,0.8058537244796753
4,0.6845312714576721,0.42364296317100525,0.6449100971221924,0.5961422324180603
5,0.693721354007721,0.378088116645813,0.6617854833602905,0.49519944190979004
6,0.6995061039924622,0.3465006947517395,0.6735341548919678,0.441766619682312
7,0.7041975855827332,0.32259976863861084,0.6801473498344421,0.4216952919960022
8,0.7072972059249878,0.30444303154945374,0.6849187612533569,0.40940728783607483
9,0.7111336588859558,0.28923118114471436,0.6908429265022278,0.4030866324901581
10,0.7131226658821106,0.2762402892112732,0.6935601234436035,0.3995029032230377
11,0.7155828475952148,0.2661934494972229,0.6943055391311646,0.39786091446876526
12,0.7171800136566162,0.25578394532203674,0.6966673731803894,0.39600807428359985
13,0.7189487814903259,0.24698427319526672,0.6953369379043579,0.39867645502090454
14,0.7208950519561768,0.23969042301177979,0.6883943676948547,0.4036833941936493
15,0.7221411466598511,0.23358555138111115,0.6932221055030823,0.3969438970088959
16,0.7232270836830139,0.22646057605743408,0.6932871341705322,0.38952407240867615
17,0.7251440286636353,0.22098606824874878,0.7021971940994263,0.3843357563018799
18,0.7268386483192444,0.2155369073152542,0.6974951028823853,0.39293354749679565
19,0.7273485660552979,0.21166598796844482,0.6933867931365967,0.40010106563568115
20,0.7279799580574036,0.20606273412704468,0.7000303268432617,0.38878679275512695
21,0.7304361462593079,0.20183396339416504,0.7012437582015991,0.39165738224983215
22,0.7295258045196533,0.1983422040939331,0.6996533274650574,0.38870730996131897
23,0.7296786308288574,0.19412411749362946,0.7001256942749023,0.39277970790863037
24,0.7313058376312256,0.19097214937210083,0.7005850672721863,0.3941613435745239
25,0.7322462797164917,0.18662308156490326,0.7014517784118652,0.3908056616783142
26,0.7319052219390869,0.18432077765464783,0.695466935634613,0.40446585416793823
27,0.7345863580703735,0.18121159076690674,0.6957659721374512,0.40676698088645935
28,0.7346851229667664,0.17862504720687866,0.6937161684036255,0.4117407500743866
29,0.7360073328018188,0.17457818984985352,0.7007280588150024,0.4101487994194031
30,0.7366480827331543,0.17187316715717316,0.6903662085533142,0.41339606046676636
31,0.7361341714859009,0.17081278562545776,0.6940758228302002,0.4149022400379181
32,0.7374843955039978,0.16705690324306488,0.7041516900062561,0.4075748920440674
33,0.7384795546531677,0.16502918303012848,0.695701003074646,0.40967246890068054
34,0.738446831703186,0.1625007539987564,0.7013781070709229,0.4230741858482361
35,0.7392371296882629,0.16075240075588226,0.7013174295425415,0.39656251668930054
36,0.7405786514282227,0.15821194648742676,0.6992242932319641,0.417944073677063
37,0.7413268685340881,0.1537894904613495,0.704429030418396,0.4090845286846161
38,0.7437063455581665,0.15147508680820465,0.7077616453170776,0.40960994362831116
39,0.7425830364227295,0.1524176001548767,0.7052004337310791,0.4111665189266205
